htid,title,org
inu.30000050063159,Governmental officials list 1973 ,"League of Women Voters of Bloomington, Indiana "
inu.30000050063258,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063118,"Elected and appointed city, town, county, township, and school officials and commissions as of ... 1966- ","League of Women Voters of Bloomington, Indiana "
inu.30000050063266,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063282,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063118,Governmental officials 1974 ,League of Women Voters (U.S.) Education Fund. 
inu.30000054748433,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063118,Governmental officials 1974 ,League of Women Voters of Bloomington-Monroe County 
inu.30000056899705,"A study of the water supply and sewage disposal systems of Bloomington, Indiana ","League of Women Voters of Bloomington, Indiana "
inu.30000053707869,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000056919297,The water front in Monroe County ,"League of Women Voters of Bloomington, Indiana "
inu.30000050063118,Governmental officials directory 1976 ,League of Women Voters (U.S.) Education Fund. 
inu.30000076584337,"City of Bloomington and Monroe County, Indiana ",League of Women Voters of Bloomington-Monroe County 
inu.30000076584337,"Here is your local government the city of Bloomington and Monroe County, Indiana ",League of Women Voters of Bloomington-Monroe County 
inu.30000080360203,"Monroe County, Indiana, 1964-65 ","League of Women Voters of Bloomington, Indiana "
inu.30000050063118,Governmental officials directory 1976 ,League of Women Voters of Bloomington-Monroe County 
inu.30000076584345,"Here is your local government the City of Bloomington and Monroe County, Indiana : handbook ",League of Women Voters of Bloomington-Monroe County 
inu.30000050063118,Governmental officials list 1973 ,League of Women Voters (U.S.) Education Fund. 
inu.30000080360203,"Know your schools Monroe County, Indiana, 1964-65 ","League of Women Voters of Bloomington, Indiana "
inu.30000093059388,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000093650160,Citizens' guide to representative government ,"League of Women Voters of the South Bend Area (South Bend, Ind.) "
inu.30000094807561,Local government a guide to government in Monroe County ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063118,Officialist now <1970>-1972 ,"League of Women Voters of Bloomington, Indiana "
inu.30000095332601,"Quality and equality in our schools, Marion County, Indiana a study of Marion County, Indiana public schools ",League of Women Voters of Indianapolis Sub-Committee of the Human Resources Committee. 
inu.30000087191783,The national voter registration act implementation status report ,League of Women Voters (U.S.) Education Fund. 
inu.30000096563741,This is your community a guide to your local government ,"League of Women Voters of Greater Lafayette, Indiana "
inu.30000050063159,"City, town, county, township & school officials <1968-> ",League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,"City, town, county, township & school officials <1968-> ",League of Women Voters of Bloomington-Monroe County 
inu.30000094805839,"Here is your local government the city of Bloomington and Monroe County, Indiana ","League of Women Voters of Bloomington, Indiana "
inu.30000050063159,Directory of local government officials ,League of Women Voters of Bloomington-Monroe County 
inu.30000095275990,Public welfare in Monroe County ,"League of Women Voters of Bloomington, Indiana "
inu.30000100556848,"City, town, county, township & school officials <1968-> ",League of Women Voters (U.S.) Education Fund. 
inu.30000095334441,Spotlight on government a look at local government ,"League of Women Voters of South Clark County (Jeffersonville, Ind.) "
inu.30000050063159,"Elected and appointed city, county, and township officials and commissions as of ","League of Women Voters of Bloomington, Indiana "
inu.30000100556848,"City, town, county, township & school officials <1968-> ","League of Women Voters of Bloomington, Indiana "
inu.30000050063159,"Elected and appointed city, town, county, township, and school officials and commissions as of ... 1966- ","League of Women Voters of Bloomington, Indiana "
inu.30000096447333,This is Brown County a citizen's guide to local government ,"League of Women Voters of Brown County, Indiana "
inu.30000100556848,Directory of local government officials ,League of Women Voters (U.S.) Education Fund. 
inu.30000100556848,"Elected and appointed city, county, and township officials and commissions as of ",League of Women Voters of Bloomington-Monroe County 
inu.30000100556848,"Elected and appointed city, town, county, township, and school officials and commissions as of ... 1966- ",League of Women Voters (U.S.) Education Fund. 
inu.30000100556848,Directory of Monroe County governmental officials 1975 ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,Governmental officials 1974 ,League of Women Voters of Bloomington-Monroe County 
inu.30000100556848,Directory of Monroe County governmental officials 1975 ,League of Women Voters of Bloomington-Monroe County 
inu.30000100556848,Governmental officials 1974 ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,Governmental officials directory 1976 ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,Governmental officials list 1973 ,League of Women Voters (U.S.) Education Fund. 
inu.30000100556848,Governmental officials 1974 ,"League of Women Voters of Bloomington, Indiana "
inu.30000050063159,Officialist now <1970>-1972 ,League of Women Voters (U.S.) Education Fund. 
inu.30000100556848,Governmental officials directory 1976 ,"League of Women Voters of Bloomington, Indiana "
inu.30000100556848,Governmental officials directory 1976 ,League of Women Voters of Bloomington-Monroe County 
inu.30000100556848,Governmental officials list 1973 ,League of Women Voters of Bloomington-Monroe County 
inu.30000108518766,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000100556848,Governmental officials list 1973 ,"League of Women Voters of Bloomington, Indiana "
inu.30000108518774,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000108516273,Precinct party participation politics in Indiana ,League of Women Voters of Indiana 
inu.30000050063159,Officialist now <1970>-1972 ,"League of Women Voters of Bloomington, Indiana "
inu.30000108518808,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000108518790,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000108518832,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000053684795,Guess who does it! ,"League of Women Voters of Terre Haute, Indiana "
inu.30000056084902,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000108518816,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000108518840,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000108518899,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000056899614,Our local government ,"League of Women Voters of Bloomington, Indiana "
inu.30000109227706,Who's in charge here? a look at local government in Terre Haute and Vigo County ,"League of Women Voters of Terre Haute, Indiana "
inu.30000071023778,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000076584345,"The City of Bloomington and Monroe County, Indiana ",League of Women Voters of Bloomington-Monroe County 
inu.30000110539586,Protect your groundwater educating for action ,League of Women Voters (U.S.) Education Fund. 
inu.30000113532737,War challenges the family ,Association for Family Living 
inu.30000108518857,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000115855110,Voters service handbook ,League of Women Voters (U.S.) 
inu.30000081506440,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000111342345,League of Women Voters of Indiana 1981 ,League of Women Voters of Indiana 
inu.30000095275990,Bloomington League of Women Voters study of public welfare in Monroe County ,"League of Women Voters of Bloomington, Indiana "
inu.30000095845982,Look at local government ,League of Women Voters of Indianapolis 
coo.31924003806662,Women in job training implementation of the Job Training Partnership Act in selected communities ,League of Women Voters (U.S.) Education Fund. 
